rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,0,-9,3,corner_like,112,2.899168,0.168849,1.290453,0.236981,4.121488
1,5,6,1,corner_like,128,2.645859,0.300631,1.308508,0.176641,4.078357
2,5,7,1,corner_like,78,2.778264,0.398938,1.107787,0.365189,3.919799
3,5,2,-1,corner_like,333,2.894740,0.258485,1.077849,0.347208,3.883866
4,3,-2,-1,corner_like,267,2.320750,-0.239075,1.650122,0.070781,3.661016
5,1,-9,3,corner_like,87,2.745596,-0.012290,1.208350,0.309604,3.632052
6,5,11,0,volumetric,44,2.736086,-0.072995,1.018544,0.114488,3.567146
7,5,-2,1,corner_like,379,2.481125,0.222525,1.114360,0.328464,3.489547
8,5,1,1,corner_like,380,2.662189,0.333654,0.876361,0.443118,3.429086
9,2,6,3,corner_like,87,2.392855,-0.129146,1.048281,0.359156,2.952834
10,3,-7,3,corner_like,60,1.811204,-0.345456,1.682627,0.290727,2.857647
11,2,-5,3,corner_like,125,2.272443,-0.201570,1.090005,0.339139,2.821740
12,3,-1,-1,corner_like,291,1.580807,-0.370603,1.711544,0.151297,2.770451
13,-3,9,6,corner_like,50,1.696705,-0.486712,1.602816,0.076064,2.736745
14,-1,-9,3,corner_like,79,1.812815,-0.633021,1.759049,0.257940,2.680903
15,3,-3,-1,corner_like,171,0.510717,-0.054205,1.990577,0.062981,2.384108
16,5,-3,1,corner_like,324,0.944346,-0.419005,1.325657,0.202319,1.648679
17,5,-3,-1,corner_like,190,0.258112,-0.141262,1.664670,0.149192,1.632329
18,5,-1,1,corner_like,189,0.062060,-0.192243,1.727428,0.144010,1.453235
19,-3,-9,3,corner_like,66,-0.173748,-0.239060,1.535176,0.156252,0.966116
20,2,-9,3,planar,51,2.834688,0.593802,-1.908274,0.575372,0.944844
21,5,-11,1,corner_like,38,-1.037092,0.280506,1.697724,0.119422,0.821715
22,5,-2,-1,corner_like,100,-1.335797,0.035908,1.839808,0.135693,0.404226
23,5,-2,2,corner_like,262,0.196598,-0.437409,0.969459,0.418690,0.309958
24,1,-7,3,planar,130,2.703398,0.134777,-1.932256,0.836999,0.068920
25,5,3,1,planar,258,2.804962,0.095651,-2.008595,0.884244,0.007773
26,5,4,-1,planar,211,2.875713,0.311235,-2.191331,1.029135,-0.033519
27,1,6,3,planar,75,2.687235,0.146424,-1.984188,0.924031,-0.074560
28,-4,6,-2,linear,37,1.362297,0.009694,-0.591185,0.899989,-0.119183
29,5,10,-1,planar,52,2.345657,-0.247383,-1.716077,0.616062,-0.233864
30,0,-7,3,planar,163,2.749215,0.049795,-2.048878,0.984593,-0.234461
31,1,-5,3,planar,145,2.747739,0.175799,-2.185576,1.030964,-0.293002
32,2,-7,3,planar,108,2.394989,-0.304110,-1.795524,0.658586,-0.363231
33,5,4,1,planar,194,2.385221,-0.142092,-2.042873,0.627209,-0.426952
34,4,-6,-1,corner_like,122,-2.164786,-0.077270,1.882984,0.076894,-0.435967
35,-4,5,-2,linear,54,1.520550,-0.343137,-0.743392,0.898707,-0.464686
36,3,-4,3,corner_like,89,-2.191902,0.235257,1.729732,0.260218,-0.487132
37,5,-2,0,planar,312,2.517412,0.061557,-2.138081,0.935924,-0.495036
38,5,-7,-1,planar,140,2.830461,0.276676,-2.263931,1.374061,-0.530855
39,1,7,3,planar,44,2.346416,-0.115213,-1.856164,1.065725,-0.690685
40,3,4,3,planar,121,1.968160,-0.024478,-1.994629,0.667039,-0.717987
41,5,-6,-1,planar,179,2.670266,0.082620,-2.311427,1.245273,-0.803814
42,4,9,3,linear,25,1.106877,-0.445085,-0.596860,0.896040,-0.831109
43,5,-5,1,planar,167,2.031017,0.046260,-2.036608,0.894112,-0.853443
44,5,2,1,planar,327,2.798840,0.005599,-2.286145,1.384651,-0.866357
45,5,0,0,planar,308,2.262725,-0.158194,-2.058738,0.963829,-0.918036
46,1,-4,3,planar,260,2.421450,0.099937,-2.227452,1.229786,-0.935850
47,-2,-9,3,planar,55,2.072947,-0.238646,-1.996843,0.786944,-0.949486
48,-6,-5,-2,linear,33,0.918487,-0.437136,-0.640607,0.899312,-1.058568
49,5,-5,0,planar,164,2.315172,-0.018304,-2.251410,1.305662,-1.260204
50,-1,9,6,planar,61,2.164203,-0.142036,-2.203546,1.121505,-1.302884
51,-2,9,6,planar,47,1.968133,-0.457255,-2.010548,0.864466,-1.364136
